#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
"2012";"AL";"DOIS RIACHOS";"MUNICIPAL";"ENSINO FUNDAMENTAL";145500,00
"2012";"AL";"DOIS RIACHOS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";47100,00
"2012";"AL";"DOIS RIACHOS";"MUNICIPAL";"PRÉ-ESCOLA";30912,00
"2012";"AL";"ESTRELA DE ALAGOAS";"MUNICIPAL";"CRECHE";14448,00
"2012";"AL";"ESTRELA DE ALAGOAS";"MUNICIPAL";"EJA";39420,00
"2012";"AL";"ESTRELA DE ALAGOAS";"MUNICIPAL";"ENSINO FUNDAMENTAL";172200,00
"2012";"AL";"ESTRELA DE ALAGOAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";153300,00
"2012";"AL";"ESTRELA DE ALAGOAS";"MUNICIPAL";"PRÉ-ESCOLA";37212,00
"2012";"AL";"FEIRA GRANDE";"MUNICIPAL";"CRECHE";14280,00
"2012";"AL";"FEIRA GRANDE";"MUNICIPAL";"EJA";73620,00
"2012";"AL";"FEIRA GRANDE";"MUNICIPAL";"ENSINO FUNDAMENTAL";232560,00
"2012";"AL";"FEIRA GRANDE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";71340,00
"2012";"AL";"FEIRA GRANDE";"MUNICIPAL";"PRÉ-ESCOLA";48216,00
"2012";"AL";"FELIZ DESERTO";"MUNICIPAL";"CRECHE";12600,00
"2012";"AL";"FELIZ DESERTO";"MUNICIPAL";"EJA";6060,00
"2012";"AL";"FELIZ DESERTO";"MUNICIPAL";"ENSINO FUNDAMENTAL";51300,00
"2012";"AL";"FELIZ DESERTO";"MUNICIPAL";"PRÉ-ESCOLA";13188,00
"2012";"AL";"FLEXEIRAS";"MUNICIPAL";"CRECHE";24864,00
"2012";"AL";"FLEXEIRAS";"MUNICIPAL";"EJA";28020,00
"2012";"AL";"FLEXEIRAS";"MUNICIPAL";"ENSINO FUNDAMENTAL";173220,00
"2012";"AL";"FLEXEIRAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";24000,00
"2012";"AL";"FLEXEIRAS";"MUNICIPAL";"PRÉ-ESCOLA";30240,00
"2012";"AL";"GIRAU DO PONCIANO";"MUNICIPAL";"EJA";146460,00
"2012";"AL";"GIRAU DO PONCIANO";"MUNICIPAL";"ENSINO FUNDAMENTAL";450900,00
"2012";"AL";"GIRAU DO PONCIANO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";83160,00
"2012";"AL";"GIRAU DO PONCIANO";"MUNICIPAL";"PRÉ-ESCOLA";132216,00
"2012";"AL";"IBATEGUARA";"MUNICIPAL";"CRECHE";6720,00
"2012";"AL";"IBATEGUARA";"MUNICIPAL";"EJA";20220,00
"2012";"AL";"IBATEGUARA";"MUNICIPAL";"ENSINO FUNDAMENTAL";172020,00
"2012";"AL";"IBATEGUARA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";22980,00
"2012";"AL";"IBATEGUARA";"MUNICIPAL";"PRÉ-ESCOLA";35280,00
"2012";"AL";"IGACI";"MUNICIPAL";"EJA";17280,00
"2012";"AL";"IGACI";"MUNICIPAL";"ENSINO FUNDAMENTAL";254940,00
"2012";"AL";"IGACI";"MUNICIPAL";"ENSINO MÉDIO";32880,00
"2012";"AL";"IGACI";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";165480,00
"2012";"AL";"IGACI";"MUNICIPAL";"PRÉ-ESCOLA";54516,00
"2012";"AL";"IGREJA NOVA";"MUNICIPAL";"EJA";41820,00
"2012";"AL";"IGREJA NOVA";"MUNICIPAL";"ENSINO FUNDAMENTAL";238680,00
"2012";"AL";"IGREJA NOVA";"MUNICIPAL";"PRÉ-ESCOLA";64932,00
"2012";"AL";"IGREJA NOVA";"MUNICIPAL";"QUILOMBOLA";43800,00
